nrc,sigla,seccion,nombre,profesor,horario,escuela,semestre
27422,ESM01ED,7,Metodología de la Investigación,"Aldea Rodolfo, Quinteros Alen",: CLAS SIN SALA,Educación,2026-1
28940,ESM02ED,1,Teoría de la Educación,"Vargas Ana, Quinteros Alen",: CLAS SIN SALA,Educación,2026-1
28939,ESM03ED,1,Aprendizaje y Desarrollo,"Vargas Ana, Quinteros Alen",: CLAS SIN SALA,Educación,2026-1
30574,ESM04ED,1,Planificación Curricular,"Vargas Ana, Quinteros Alen",: CLAS SIN SALA,Educación,2026-1
30575,ESM05ED,1,Estrategias de Didáctica,"Ahumada Maria, Quinteros Alen",: CLAS SIN SALA,Educación,2026-1
30576,ESM06ED,1,Innovación en Educación,"Vargas Ana, Quinteros Alen",: CLAS SIN SALA,Educación,2026-1
30577,ESM07ED,1,Evaluación de los Aprendizajes,"Soto Enzo, Quinteros Alen",: CLAS SIN SALA,Educación,2026-1
30578,ESM08ED,1,Gestión de Aulas Heterogéneas,"Soto Enzo, Quinteros Alen",: CLAS SIN SALA,Educación,2026-1
30579,ESM09ED,1,Liderazgo en el Aula,"Ibanez Luis, Quinteros Alen",: CLAS SIN SALA,Educación,2026-1
33553,EES1001,1,Introducción a la Educación Especial,"Assael Cecilia, Lissi Maria","W:5,6 CLAS C504",Educación,2026-1
30531,EES1020,1,Currículum y Diversificación de la Enseñanza,"Espinoza Olga, Assael Cecilia","W:3,4 CLAS C407",Educación,2026-1
30530,EES1030,1,Desarrollo de Conceptos y Habilidades Matemáticas I,Catalan Marco,"M:2,3 CLAS C506",Educación,2026-1
30991,EES1040,1,Neurodesarrollo y Diversidad,Espinoza María,"M:3,4 CLAS ED109",Educación,2026-1
30992,EES1050,1,"Educación de Niñas, Niños y Jóvenes Con Discapacidad Intelectual",Iturra Pamela,"W:1,2 CLAS T2222",Educación,2026-1
30993,EES1060,1,"Educación de Niñas, Niños y Jóvenes Sordos e Hipoacúsicos",Lagos Doris,"J:3,4 CLAS ID300 J:5 TAL J4",Educación,2026-1
33720,EES1070,1,"Educación de Niñas, Niños y Jóvenes Con Discapacidad Visual",Estay Roxana,"M:3,4 CLAS T2222",Educación,2026-1
33216,EES1800,1,Adversidades Tempranas y Su Impacto Escolar: Herramientas para el Abordaje Educativo,"Araya Carolina, Rufs Fernanda, Sanhueza Macarena","W:1,2,3 CLAS T1221",Educación,2026-1
33551,EES1900,1,Enseñanza Diversificada para Aulas Heterogéneas,Iturra Pamela,"J:3,4 CLAS K304",Educación,2026-1
22949,EFS1000,1,Juego y Vida Activa,Ibanez Luis,"M-J:3,4 CLAS TMP105",Educación,2026-1
30380,EFS1000,2,Juego y Vida Activa,Ibanez Luis,"L:3,4 CLAS CS402 W:3,4 CLAS C306",Educación,2026-1
22953,EFS1010,1,Fundamentos de la Motricidad Humana y la Educación Física,Kameid Constanza,"M:1,2 TAL CORPORAL2 J:1,2 CLAS C504",Educación,2026-1
30379,EFS1010,2,Fundamentos de la Motricidad Humana y la Educación Física,Kameid Constanza,"M:3,4 TAL C-SINTETIC J:3,4 CLAS C504",Educación,2026-1
25206,EFS1030,1,Expresión Corporal y Folclore,Faundez Joselyn,"L:1,2,3 CLAS T3224 J:2 TAL CORPORAL2",Educación,2026-1
30382,EFS1030,2,Expresión Corporal y Folclore,Martinez Ana,"J:3,4 CLAS T1220 V:5,6 CLAS SIN SALA",Educación,2026-1
28064,EFS1041,1,Entrenamiento Deportivo Escolar II,Antón Joel,"W:5 CLAS T2222 J:5,6,7 CLAS ED110",Educación,2026-1
30981,EFS1041,2,Entrenamiento Deportivo Escolar II,Antón Joel,"M:5,6,7 CLAS C305 W:6 CLAS T2222",Educación,2026-1
28062,EFS1060,1,Nutrición y Alimentación para la Salud y Actividad Física,"Moya José, Molina Solange","M:1,2 CLAS T2222 J:1,2 CLAS T2222",Educación,2026-1
30980,EFS1060,2,Nutrición y Alimentación para la Salud y Actividad Física,"Moya José, Molina Solange","M:1,2 CLAS SALA STEM J:5,6 CLAS ED109",Educación,2026-1
23021,EFS1500,1,Atletismo,Morales Carlos,"V:1,2,3 CLAS P-ATLETICA",Educación,2026-1
30378,EFS1500,2,Atletismo,Morales Carlos,"V:4,5,6 CLAS AE211",Educación,2026-1
23022,EFS1505,1,Fútbol/Balonmano,"Pellicer Pablo, Espoz Sebastián","L:5,6 CLAS C-SINTETIC M:6 CLAS C-SINTETIC W:5,6 CLAS C-SINTETIC",Educación,2026-1
30377,EFS1505,2,Fútbol/Balonmano,"Pellicer Pablo, Espoz Sebastián","L:5,6 CLAS GIMNASIO A M:6 CLAS GIMNASIO A W:5,6 CLAS GIMNASIO A",Educación,2026-1
26766,EFS1510,1,Natación/Gimnasia,"Alcayaga Alfredo, Del Villar Catalina","V:1 CLAS PISCINA V:2 AYU SIN SALA V:3,4 CLAS GIMNASIO B",Educación,2026-1
30384,EFS1510,2,Natación/Gimnasia,"Alcayaga Alfredo, Del Villar Catalina","W:1 CLAS PISCINA W:2 AYU SIN SALA W:3,4 CLAS GIMNASIO B",Educación,2026-1
30388,EFS1520,1,Deportes Individuales: Tenis,Miranda Hugo,"J:5 CLAS SIN SALA S:1,2 TER",Educación,2026-1
30385,EFS1525,1,Deportes Colectivos: Hockey Césped,Barra Daniel,"M:5 CLAS SIN SALA S:1,2 TER",Educación,2026-1
33332,EFS1530,1,Deportes Individuales: Escalada Deportiva,Moya Gonzalo,"J:5 CLAS BOULDER S:1,2 TER",Educación,2026-1
30386,EFS1535,1,Deportes Colectivos: Rugby,Gomez Edmundo,"M:5 CLAS SALA STEM S:1,2 TER",Educación,2026-1
30387,EFS1540,1,Deportes Individuales: Entrenamiento Funcional,Ortiz Denisse,"J:5 CLAS SIN SALA S:1,2 TER",Educación,2026-1
33331,EFS1545,1,Deportes Colectivos: Ultimate Frisbee,Rencoret Sebastián,"M:5 CLAS ED217 S:1,2 TER",Educación,2026-1
20005,EIN1001,1,Introduction to Teaching English (Cpc),Orellana Francisco,L-W:5 CLAS C302,Educación,2026-1
23786,EIN1001,2,Introduction to Teaching English (Cpc),David Viviana,L-W:5 CLAS C506,Educación,2026-1
23356,EIN1002,1,Language and Culture I (Cpc),"Vera Claudia, Pavez Natalia","L-W:6,7 CLAS C506",Educación,2026-1
25117,EIN1004,1,Language and Culture III (Cpc),"Lobos Leyla, David Viviana","M:5,6 CLAS T1220 J:4 CLAS ED110 V:4 CLAS ED110",Educación,2026-1
26911,EIN1007,1,English Spanish Contrasts (Cpc),"Pavez Natalia, Alarcon Fernanda","J:5,6 CLAS E15",Educación,2026-1
26912,EIN1008,1,Literature for Children (Cpc),"Véliz Soledad, Kovacs Ja'Nos","W:5,6 CLAS ED112",Educación,2026-1
28867,EIN1010,1,Seminar,Sepúlveda Ricardo,"V:5,6 CLAS SIN SALA",Educación,2026-1
33718,CSS001,2,Uc Propone: Investigación Aplicada en Ciencias de la Salud,Cerda Ricardo,"W:3,4 CLAS SEM_1_P2 V:4 AYU SEM_6_P4",Escuela Ciencias de la Salud,2026-1
34019,CSS3001,1,Alimentos Tradicionales Chilenos y Beneficios para la Salud,"Echeverria Francisca, Fredes Carolina","J:3,4 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
26452,CSS301A,1,Análisis del Movimiento Ocupacional,"Flores Andres, Astorga Bernardita, Castro Florencia, Floriano Sibila","M:1,2 CLAS AE203 J:5,6 CLAS AE202",Escuela Ciencias de la Salud,2026-1
26465,CSS302A,1,Neurociencias Aplicadas a Ciencias de la Salud,"Aceituno Cristopher, Pinilla Carlos","L:3,4 CLAS CS204",Escuela Ciencias de la Salud,2026-1
28413,FON101A,1,Introducción a la Fonoaudiología,"Jeldes Paz, Garrido Tamara, Mardones Cristobal, Melo Natalia, Rivera Carla, Roca Francisca, Troncoso Rodrigo","M:5,6,7 CLAS E10",Escuela Ciencias de la Salud,2026-1
25151,FON103,1,Inclusión y Discapacidad: el Valor de la Diversidad,"Rivera Carla, Di Giovanni Gabriele","L:5,6 CLAS CS201",Escuela Ciencias de la Salud,2026-1
25152,FON104,1,Fundamentos Básicos de Cultura Sorda y Lengua de Señas Chilena,"Gutierrez Enrique, Rojas Barbara","W:5,6 CLAS CS201",Escuela Ciencias de la Salud,2026-1
29825,FON206A,1,Curso de Vida y Desarrollo Humano,"Hormazabal Ximena, Mardones Cristobal, Melo Natalia, Salinas Luis","M:1,2 CLAS CS202 J:5,6 CLAS CS301",Escuela Ciencias de la Salud,2026-1
14957,FON301,1,Evaluación Audiológica,"Aracena Karina, Di Giovanni Gabriele, Hormazabal Ximena, Troncoso Rodrigo","L:1,2,3 CLAS CS405 L:4 AYU CS302 W:5,6 LAB CS405",Escuela Ciencias de la Salud,2026-1
31303,FON301A,1,Evaluación Audiológica Objetiva y Otoneurología,"Aracena Karina, Di Giovanni Gabriele, Hormazabal Ximena, Troncoso Rodrigo","L:1,2,3 CLAS CS405 L:4 AYU CS302 W:5,6 LAB CS405",Escuela Ciencias de la Salud,2026-1
33496,FON301A,2,Evaluación Audiológica Objetiva y Otoneurología,"Aracena Karina, Di Giovanni Gabriele, Hormazabal Ximena, Troncoso Rodrigo","L:1,2,3 CLAS CS405 L:4 AYU CS302 V:5,6 LAB CS401",Escuela Ciencias de la Salud,2026-1
31316,FON303A,1,Eufonía,"Grupe Macarena, Garrido Tamara, Orellana Carolina","V:1,2,3 CLAS CS302",Escuela Ciencias de la Salud,2026-1
32943,FON308,1,La Lengua de Señas y la Cultura Sorda,"Rojas Barbara, Gutierrez Enrique","L:5,6 CLAS AP006",Escuela Ciencias de la Salud,2026-1
31317,FON312A,1,Fonoaudiología en Educación,"Pozo Francisca, Chaf Gabriela, Gutierrez Ana","L:5,6 CLAS CS302 M:1,2,3 CLAS CS302",Escuela Ciencias de la Salud,2026-1
31315,FON314A,1,Promoción en Salud,"Contreras Pedro, Castro Yolanda, Orellana Carolina, Rivera Carla, Salinas Luis","J:1,2,3 CLAS CS202",Escuela Ciencias de la Salud,2026-1
31319,FON315A,1,Motricidad Orofacial,"Contreras Pedro, Jeldes Paz, Roca Francisca, Tapia Paulina","W:1,2 CLAS CS405 W:3 TAL CS405 J:5,6 CLAS D301",Escuela Ciencias de la Salud,2026-1
15413,FON403,1,Evaluación de la Comunicación en Adultos,"Mendez Juan, Castro Yolanda, Mardones Cristobal, Roca Francisca","W:5,6 CLAS CS203 V:1,2,3 CLAS CS202",Escuela Ciencias de la Salud,2026-1
32899,FON403A,1,Evaluación de la Comunicación en Adultos,"Mendez Juan, Castro Yolanda, Mardones Cristobal, Roca Francisca","W:5,6 CLAS CS203 V:1,2,3 CLAS CS202",Escuela Ciencias de la Salud,2026-1
32903,FON404,1,Intervención en Voz,"Garrido Tamara, Andrews Christian, Cerda Felipe, Orellana Carolina","M:1,2 CLAS CS201 J:5,6 CLAS CS201",Escuela Ciencias de la Salud,2026-1
32902,FON404A,1,Intervención Vocal,"Garrido Tamara, Andrews Christian, Cerda Felipe, Orellana Carolina","M:1,2 CLAS CS201 J:5,6 CLAS CS201",Escuela Ciencias de la Salud,2026-1
19244,FON406,1,Intervención en la Comunicación de Niños y Adolescentes,"Tapia Paulina, Muñoz Maria, Sánchez Andrés, Wettling Ignacio","M:5,6,7 CLAS CS201 J:1,2,3 CLAS CS201",Escuela Ciencias de la Salud,2026-1
32900,FON406A,1,"Intervención de la Comunicación en Niñas, Niños y Adolescentes","Tapia Paulina, Muñoz Maria, Sánchez Andrés, Wettling Ignacio","M:5,6,7 CLAS CS201 J:1,2,3 CLAS CS201",Escuela Ciencias de la Salud,2026-1
30476,FON411,1,Recursos Musicales para Fonoaudiología,"Wettling Ignacio, Cortes Mauricio","L:1,2 CLAS SEM_5_P2",Escuela Ciencias de la Salud,2026-1
32906,FON413A,1,Fundamentos de Investigación y Formulación de Proyectos,"Pozo Francisca, Aracena Karina, Castro Yolanda, Chaf Gabriela, Di Giovanni Gabriele, Muñoz Maria, Salinas Luis, Sánchez Andrés","W:1,2,3 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
32941,FON416,1,Trastornos del Neurodesarrollo: Una Mirada Desde la Fonoaudiología,(Sin Profesores),"L:3,4 CLAS SEM_5_P4",Escuela Ciencias de la Salud,2026-1
17225,FON501,1,Internado: Educación,Pozo Francisca,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
17227,FON502,1,Internado: Clinico Adultos,Mendez Juan,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
17229,FON503,1,Internado: Clinico Pediátrico,Wettling Ignacio,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
17231,FON504,1,Internado: Voz,Cerda Felipe,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
17236,FON506,1,Internado: Audición,Di Giovanni Gabriele,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
19246,FON507,1,Internado Electivo,Chaf Gabriela,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
27106,KIN101A,1,Introducción a la Kinesiología,"Balbontin Fabiola, Calvo Maria, Fernández Tiziana, Flores Andres, Guidi Dominique, Munoz Karin, Nicolaides Stefania, Sepulveda Catalina","L:3 TAL SIN SALA M:5,6 CLAS K200",Escuela Ciencias de la Salud,2026-1
25038,KIN104,1,Fundamentos Fisiológicos de la Actividad Física,"Orellana Carolina, Carrillo Benjamín","L:1,2 TAL ED109 W:1,2 CLAS AE004",Escuela Ciencias de la Salud,2026-1
29944,KIN104,2,Fundamentos Fisiológicos de la Actividad Física,"Orellana Carolina, Carrillo Benjamín","W:1,2 CLAS AE004 J:1,2 TAL T3224",Escuela Ciencias de la Salud,2026-1
26827,KIN105,1,Ejercicio para Una Vida Saludable y Plena,"Nicolaides Stefania, Calvo Maria","J:1,2 CLAS D301",Escuela Ciencias de la Salud,2026-1
31868,KIN106,1,Prevención de Lesiones Asociadas a la Actividad Física y Deporte,Canessa Daniela,"W:1,2 CLAS C404",Escuela Ciencias de la Salud,2026-1
28026,KIN201A,1,Fisiología del Ejercicio,"Vargas Ronald, Fuentes Rodrigo, Orellana Carolina","M:5,6 CLAS CS-102 V:5,6 CLAS AE201",Escuela Ciencias de la Salud,2026-1
28027,KIN202A,1,Ciclo Vital,"Calvo Maria, Balbontin Fabiola, Larenas Marion, Munoz Carolina, Munoz Karin, Nicolaides Stefania, Parentini Nicole","L:1,2 CLAS AE004 W:5,6 CLAS CS-102",Escuela Ciencias de la Salud,2026-1
25044,KIN205,1,Fisiología del Ejercicio,"Fuentes Rodrigo, Carrillo Benjamín","M:1,2 CLAS C201 J:5,6 CLAS C203",Escuela Ciencias de la Salud,2026-1
28040,KIN208,1,Neurociencias del Movimiento Humano,"Astudillo Carolina, Miranda Jorge, Moenne Cristobal, Munoz Carolina, Varas Gonzalo","W:1,2,3 CLAS AE002",Escuela Ciencias de la Salud,2026-1
29829,KIN3001,1,Rotación Clínica Kinesiología en Unidad de Paciente Crítico Adulto,Chamorro Magdalena,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29830,KIN3002,1,Rotación Clínica Kinesiología en el Paciente Cardiovascular Adulto  Hospitalizado,Chamorro Magdalena,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29831,KIN3003,1,Rotación Clínica Kinesiología en el Paciente Respiratorio Adulto Hospitalizado,Chamorro Magdalena,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29832,KIN3004,1,Rotación Clínica Kinesiología en el Paciente Cardiovascular Adulto Ambulatorio,Chamorro Magdalena,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29834,KIN3005,1,Rotación Clínica Kinesiología en el Paciente Respiratorio Adulto Ambulatorio,Chamorro Magdalena,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29835,KIN3006,1,Rotación Clínica Electiva,Chamorro Magdalena,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29836,KIN3007,1,Bases Teóricas de la Kinesiología Cardiorrespiratoria Aplicada Evaluación,Chamorro Magdalena,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29837,KIN3008,1,Bases Teóricas de la Kinesiología Cardiorrespiratoria Aplicada: Tratamiento,Garcia Patricio,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29838,KIN3009,1,Ética y Profesionalismo en la Práctica Kinesiológica,Chamorro Magdalena,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
30431,KIN3010,1,Kinesiología Basada en la Evidencia,Jalil Yorschua,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29840,KIN3011,1,Portafolio,Chamorro Magdalena,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
26450,KIN307,1,Neuromecánica Aplicada al Movimiento Humano,"Vassiliu María, Rammsy Francisca, Varas Gonzalo","M:3,4 TAL T1220 W:5,6 CLAS C201",Escuela Ciencias de la Salud,2026-1
29947,KIN307,2,Neuromecánica Aplicada al Movimiento Humano,"Vassiliu María, Rammsy Francisca, Varas Gonzalo","M:5,6 TAL C504 W:5,6 CLAS C201",Escuela Ciencias de la Salud,2026-1
26451,KIN308,1,Prevención de Lesiones en la Actividad Física Escolar,"Rammsy Francisca, Goset Michelle","M:1,2 CLAS CS304",Escuela Ciencias de la Salud,2026-1
29931,KIN309,1,Salud Pública,"Muñoz Bárbara, Palma Francisca","M:5,6 CLAS CS303",Escuela Ciencias de la Salud,2026-1
29933,KIN311,1,Kinesiología Basada en la Evidencia,"Jalil Yorschua, Astudillo Carolina, Chamorro Magdalena, Damiani Luis, Flores Andres, Garcia Patricio, Moenne Cristobal, Muñoz Bárbara","W:5,6 CLAS AUD_VET",Escuela Ciencias de la Salud,2026-1
29932,KIN313,1,Razonamiento Clínico y Fundamentos de la Evaluación,"Espinoza Cesar, Díaz Pamela, Fernández Tiziana, Garcia Patricio, Luttges Camila, Miranda Jorge, Nicolaides Stefania","M:1,2 CLAS CS-101 M:3 CLAS SIN SALA J:5,6 CLAS CS-102",Escuela Ciencias de la Salud,2026-1
31075,KIN401A,1,Kinesiología Cardiorrespiratoria I,"Fernández Tiziana, Chamorro Magdalena, Garcia Patricio, Guidi Dominique, Moscoso Gonzalo, Moya Eduardo, Muñoz Bárbara, Orellana Carolina, Vicuña María","L:5,6 CLAS CS304 W:1,2,3 CLAS CS204",Escuela Ciencias de la Salud,2026-1
31222,KIN402A,1,Intervención en Neurokinesiología I,"Munoz Carolina, Campos Ricardo, Munoz Karin, Parentini Nicole, Tirado Carolina, Villalón Javiera","M:1,2,3 CLAS CS204 J:5,6 CLAS CS203",Escuela Ciencias de la Salud,2026-1
31247,KIN403A,1,Kinesiología Musculoesquelética I,"Campos Veronica, Bannen Germán, Espinoza Cesar, Estevez Alexis, Fuentes Javiera, Goset Michelle, Luttges Camila, Rammsy Francisca, San Martin Cristobal, Sepulveda Catalina, Torres Gustavo, Vassiliu María","M:5,6 CLAS CS204 V:1,2,3 CLAS CS304",Escuela Ciencias de la Salud,2026-1
31248,KIN410B,1,Investigación en Kinesiología I,"Moenne Cristobal, Astudillo Carolina, Damiani Luis, Flores Andres, Fuentes Javiera, Garcia Patricio, Jalil Yorschua, Muñoz Bárbara, San Martin Cristobal, Torres Gustavo, Varas Gonzalo, Vargas Ronald, Vassiliu María, Villagrán Ignacio","L:1,2 CLAS CS204 L:3 TAL S9",Escuela Ciencias de la Salud,2026-1
31249,KIN411,1,Rehabilitación Basada en la Comunidad,"Sepulveda Catalina, Espinoza Cesar, Munoz Carolina, Palma Francisca, Parentini Nicole, Villalón Javiera","J:1,2,3 CLAS CS204",Escuela Ciencias de la Salud,2026-1
15542,KIN501A,1,Internado Kinesiología Motora I,Sepulveda Catalina,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
33385,KIN501B,1,Internado en Kinesiología Musculoesquelética,Sepulveda Catalina,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
15709,KIN502A,1,Internado Cardiorespiratorio Adulto,Fernández Tiziana,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
33386,KIN502B,1,Internado Kinesiología Cardiorrespiratoria Adulto,Fernández Tiziana,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
15926,KIN503A,1,Internado Kinesiología Motora II,Estevez Alexis,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
33387,KIN503B,1,Internado en Kinesiología Musculoesquelética Aplicada,Estevez Alexis,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
15753,KIN504A,1,Internado Cardiorespiratorio Infantil,Moya Eduardo,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
33388,KIN504B,1,Internado Kinesiología Cardiorrespiratoria Infantil,Moya Eduardo,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
15754,KIN505A,1,Internado Neurología Adulto,Nicolaides Stefania,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
33389,KIN505B,1,Internado en Neurokinesiología del Adulto,Nicolaides Stefania,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
15757,KIN506,1,Internado Neurología Infantil,Munoz Carolina,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
33390,KIN506A,1,Internado en Neurokinesiología Infantil,Munoz Carolina,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
22073,KIN507,1,Internado Optativo,San Martin Cristobal,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
33391,KIN507A,1,Internado Electivo,San Martin Cristobal,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
30590,MEN302B,1,Microbiología e Higiene de los Alimentos,"Wozniak Aniela, Gonzalez Diego, Pérez Maria-Ignacia, San Martin Paola, Valle Consuelo","L:2,3,4 CLAS AE002 M:3,4 CLAS K200",Escuela Ciencias de la Salud,2026-1
25225,NUT1003,1,Nutrición y Deporte,Rios Mauricio,"W:5,6 CLAS CS204",Escuela Ciencias de la Salud,2026-1
28614,NUT101A,1,Introducción a la Nutrición,"Espinosa Alejandra, Arguello Graciela, Macía Dannya, Pérez Maria-Ignacia, Valle Consuelo","M:5,6 CLAS K203",Escuela Ciencias de la Salud,2026-1
28616,NUT105A,1,Alimentos,"Fredes Carolina, Echeverria Francisca, Pérez Maria-Ignacia","M:1,2 CLAS K200",Escuela Ciencias de la Salud,2026-1
25200,NUT207,1,Fundamentos de la Nutrición Humana,Rojas Loreto,"W-V:1,2 CLAS CS401",Escuela Ciencias de la Salud,2026-1
30134,NUT207,2,Fundamentos de la Nutrición Humana,Forteza Maria,"W-V:1,2 CLAS AP603",Escuela Ciencias de la Salud,2026-1
30121,NUT207A,1,Nutrición Básica,"Aguirre Carolina, Arguello Graciela, Rojas Loreto, Valentino Giovanna","M:1,2 CLAS CS405 J:5,6 CLAS CS405",Escuela Ciencias de la Salud,2026-1
28646,NUT3001,1,Seminario Bases Teóricas de la Nutrición Clínica I,Valdes Silvana,"W:5,6 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
28647,NUT3002,1,Seminario Nutrición Basada en la Evidencia I,Fernandez Rodrigo,"W:5,6 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29597,NUT3003,1,Seminario Bases Teóricas de la Nutrición Clínica II,Parada Alejandra,"W:5,6 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29598,NUT3004,1,Seminario Nutrición Basada en la Evidencia II,Parada Alejandra,"W:5,6 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
29599,NUT3005,1,Seminario de Ética,Molina Clara,"W:5,6 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
26573,NUT3007,1,Rotación Clínica Nutrición en Obesidad y Enfermedades Metabólicas,Alamos Mirelly,"L-M-W-J-V:1,2,3,4 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
28656,NUT3008,1,Rotación Clínica Nutrición en Enfermedades Renales,Molina Clara,"L-M-W-J-V:1,2,3,4 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
26630,NUT3009,1,Rotación Clínica Nutrición en Enfermedades Gastroenterológicas,Parada Alejandra,"L-M-W-J-V:1,2,3,4 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
26631,NUT3010,1,Rotación Clínica Nutrición en Enfermedades Oncológicas,Figueroa Constanza,"L-M-W-J-V:1,2,3,4 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
26632,NUT3011,1,Rotación Clínica Nutrición Electiva,Parada Alejandra,"L-W-V:1,2,3,4 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
31507,NUT305A,1,Integrado de Nutrición Humana del Adulto,"Valentino Giovanna, Espinosa Alejandra, Forteza Maria, Salgado Daniela","L:1,2,3 CLAS CS302 J:1,2 CLAS CS405",Escuela Ciencias de la Salud,2026-1
31510,NUT306A,1,Educación Alimentaria,"Cerda Ricardo, Contreras Angela, Macía Dannya, Pérez Maria-Ignacia, Salgado Daniela","M:3,4 CLAS M2 J:5,6 CLAS C001",Escuela Ciencias de la Salud,2026-1
31512,NUT307A,1,"Promoción, Prevención e Intervenciones Nutricionales","Contreras Angela, Cerda Ricardo, Espinosa Alejandra, Macía Dannya","J-V:3,4 CLAS CS405",Escuela Ciencias de la Salud,2026-1
31513,NUT308A,1,Integrado de Nutrición Clínica General,"Cuzmar Valeria, Alamos Mirelly, Leiva Carla, Por Fijar","L:5,6 CLAS D202 M:5,6 CLAS AUD-1 W:5,6 CLAS AUD-1",Escuela Ciencias de la Salud,2026-1
12647,NUT401,1,Dietoterapia Pediátrica,"Jara Natalia, Aguilera Gonzalo, Cárdenas Gabriela, Leiva Carla, Pérez Maria-Ignacia","W-J:1,2,3 CLAS CS302",Escuela Ciencias de la Salud,2026-1
33381,NUT405A,1,Administración y Gestión de Servicios de Alimentación,"Gonzalez Diego, San Martin Paola, Valle Consuelo","L-W:5,6 CLAS D301 M:1,2 CLAS CS404",Escuela Ciencias de la Salud,2026-1
33383,NUT408A,1,Integrado de Nutrición Humana de la Persona Mayor,"Arguello Graciela, Contreras Angela, Por Fijar","M:3,4 CLAS CS405",Escuela Ciencias de la Salud,2026-1
